loan_id,age,employment_years,existing_emi,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2067,33,15,0,7600000,15400000,14,576,2300000,2800000,24500000,4700000,Approved
2068,31,13,98488,7200000,17000000,10,856,18100000,12700000,15800000,6000000,Approved
2069,50,14,52003,2600000,8200000,8,722,3500000,4200000,7100000,3200000,Approved
2070,54,18,0,6500000,20200000,12,653,18600000,1400000,23800000,6400000,Approved
2071,53,28,188434,8900000,35500000,16,480,17200000,11300000,25200000,4900000,Rejected
2072,41,23,134931,5400000,14300000,14,477,10200000,700000,11100000,5500000,Rejected
2073,23,1,0,300000,500000,2,885,200000,400000,700000,200000,Approved
2074,33,15,0,8400000,19600000,18,530,17000000,3600000,24200000,12300000,Rejected
2075,52,25,120983,8300000,17200000,8,870,4700000,8800000,18300000,10000000,Approved
2076,40,5,7935,1700000,5600000,8,395,2700000,800000,3500000,2400000,Rejected
2077,34,15,13213,1500000,4200000,16,771,2500000,800000,5700000,1100000,Approved
2078,41,11,4379,200000,500000,2,579,500000,100000,500000,100000,Approved
2079,50,13,23858,1000000,3700000,14,798,2000000,200000,3800000,1400000,Approved
2080,49,17,0,8800000,25100000,8,473,17200000,600000,24400000,12400000,Rejected
2081,23,3,18825,1000000,3200000,8,304,500000,600000,3700000,700000,Rejected
2082,35,15,183975,8600000,23000000,14,678,18800000,16400000,22900000,12000000,Approved
2083,28,7,57515,2400000,8900000,2,745,1700000,2000000,9200000,2100000,Approved
2084,35,10,56196,2400000,8900000,8,835,2400000,1200000,5500000,1100000,Approved
2085,56,21,0,6000000,12100000,20,848,13900000,4800000,18000000,3600000,Approved
2086,57,22,182818,7600000,16300000,18,872,5100000,1900000,20700000,5000000,Approved
2087,53,20,144739,8000000,20100000,10,608,9800000,15500000,26100000,5200000,Approved
2088,49,18,86340,5400000,19500000,16,758,2600000,2700000,18300000,6000000,Approved
2089,29,10,30501,1400000,3700000,4,841,3000000,1000000,4600000,1000000,Approved
2090,45,12,11876,800000,2600000,2,618,300000,1200000,2000000,500000,Approved
2091,43,12,7347,300000,1100000,4,457,700000,100000,1100000,400000,Approved
2092,47,15,67252,4100000,14400000,4,844,2700000,6000000,9900000,4200000,Approved
2093,37,12,31817,1500000,3800000,4,776,2800000,0,5300000,1400000,Approved
2094,48,12,77409,4600000,13900000,8,520,13300000,6400000,9800000,2200000,Rejected
2095,52,16,0,3300000,7500000,12,648,6400000,1700000,8700000,1600000,Approved
2096,46,14,85784,7900000,31400000,10,654,16500000,15200000,25400000,5000000,Approved
2097,44,19,172703,8100000,26500000,20,342,5800000,5600000,23700000,5800000,Rejected
2098,32,7,0,900000,2800000,16,808,2100000,900000,3100000,800000,Approved
2099,43,15,0,4900000,15200000,10,429,5700000,7300000,14400000,3300000,Rejected
2100,34,13,32716,6100000,18100000,14,538,11800000,4200000,16200000,7500000,Rejected
2101,56,21,0,4500000,16400000,6,533,1800000,5600000,12200000,3900000,Rejected
2102,51,14,47737,2900000,7300000,8,394,7700000,2600000,7700000,4000000,Rejected
2103,46,13,117665,7900000,29300000,2,771,17600000,12800000,20400000,4000000,Approved
2104,40,11,22718,4100000,10100000,4,792,4400000,6100000,8600000,4900000,Approved
2105,38,12,178769,7700000,15500000,8,407,6500000,9100000,26300000,4600000,Rejected
2106,49,23,0,5600000,19300000,18,544,6400000,2800000,19900000,6400000,Rejected
2107,46,14,52193,9000000,18000000,18,509,24600000,5200000,20000000,6100000,Rejected
2108,43,24,64547,6400000,18400000,16,320,17700000,3600000,13900000,8300000,Rejected
2109,35,10,0,6900000,14700000,2,496,12000000,7000000,15500000,4000000,Rejected
2110,32,14,0,9100000,27400000,18,652,8500000,7300000,31700000,6800000,Approved
2111,21,1,0,1100000,3700000,2,806,2700000,800000,2900000,500000,Approved
2112,39,14,0,1700000,4500000,12,821,3200000,1900000,4900000,1500000,Approved
2113,47,21,0,9200000,28800000,20,618,14300000,10800000,33900000,10600000,Approved
2114,44,13,116025,8300000,20600000,12,729,22400000,9000000,31400000,8400000,Approved
2115,32,11,0,5000000,10600000,6,839,12600000,8600000,19800000,3500000,Approved
2116,49,13,26967,2200000,6400000,2,318,1400000,2100000,4300000,1500000,Rejected
2117,33,9,73679,4500000,9600000,16,404,1800000,6000000,17000000,2700000,Rejected
2118,27,8,0,4100000,9000000,6,581,6600000,1500000,11300000,3400000,Approved
2119,47,13,47541,2800000,6800000,18,596,7900000,400000,7300000,1500000,Approved
2120,44,10,0,6600000,20700000,4,415,12800000,11900000,17700000,3900000,Approved
2121,47,19,0,3200000,7200000,6,728,4800000,2000000,8000000,4600000,Approved
2122,49,24,139621,6300000,13300000,2,666,8800000,4000000,14200000,4900000,Approved
2123,39,18,34830,4700000,17700000,14,675,5800000,7200000,13100000,6500000,Approved
2124,43,20,0,4100000,15400000,16,304,3000000,5200000,16200000,3100000,Rejected
2125,48,18,0,7100000,15500000,4,474,7600000,9000000,22400000,9400000,Rejected
2126,55,19,0,4900000,10200000,18,370,10900000,2200000,13700000,6600000,Rejected
2127,44,8,118353,5600000,20300000,20,596,5100000,10900000,12700000,7900000,Approved
2128,54,18,83453,3400000,8300000,2,567,5700000,1900000,10200000,2700000,Approved
2129,30,12,24356,4500000,16100000,16,671,10500000,3600000,12400000,5800000,Approved
2130,28,0,2708,300000,800000,18,819,300000,300000,900000,400000,Approved
2131,36,17,98116,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Approved
2132,37,13,4333,500000,1200000,12,454,1400000,500000,1000000,300000,Rejected
2133,46,18,33168,5900000,15200000,16,399,15200000,3200000,12200000,6500000,Rejected
2134,38,15,0,7100000,20700000,10,784,9500000,11400000,27900000,8600000,Approved
2135,32,12,0,8500000,26900000,6,538,21300000,16400000,21500000,4600000,Rejected
2136,33,15,0,6400000,16900000,16,759,16200000,7100000,15200000,3100000,Approved
2137,52,20,0,7100000,21400000,12,699,11400000,13400000,22600000,4800000,Approved
2138,37,10,27022,1800000,5400000,14,347,3800000,1300000,4900000,1700000,Rejected
2139,59,21,0,6600000,25200000,20,598,13100000,3600000,20700000,8600000,Approved
2140,44,25,142394,8800000,27100000,2,406,16300000,6200000,26100000,5800000,Approved
2141,29,10,65303,4800000,15800000,20,860,1700000,3300000,13400000,5100000,Approved
2142,43,6,53553,4400000,16500000,10,806,3500000,4400000,11200000,2800000,Approved
2143,31,12,0,2000000,6900000,2,448,2700000,3800000,7100000,1600000,Approved
2144,43,15,0,6800000,22600000,20,393,2100000,2200000,20300000,8200000,Rejected
2145,30,9,0,6600000,16000000,12,811,13100000,5000000,14700000,5000000,Approved
2146,39,10,34134,3300000,7900000,20,829,4800000,2100000,13200000,2600000,Approved
2147,46,16,71310,7400000,23400000,16,700,19300000,3000000,20700000,8900000,Approved
2148,42,19,0,4500000,12400000,18,719,10300000,200000,9200000,3100000,Approved
2149,57,29,124118,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Rejected
2150,49,12,14210,800000,3000000,4,338,900000,1000000,2600000,400000,Approved
2151,33,13,39552,4000000,13000000,4,695,6400000,6900000,15400000,4300000,Approved
2152,39,16,59661,7000000,25700000,18,374,3400000,13700000,14900000,4500000,Rejected
2153,49,20,0,3500000,8500000,18,609,7300000,0,12700000,2500000,Approved
2154,48,24,116695,9700000,36000000,6,631,3500000,5500000,28500000,7500000,Approved
2155,40,16,68607,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Rejected
2156,41,20,0,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved
2157,44,19,0,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Approved
2158,45,9,0,4200000,9600000,20,863,7400000,900000,9100000,3400000,Approved
2159,34,3,61817,2500000,8700000,4,684,0,600000,9700000,2600000,Approved
2160,46,19,0,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Rejected
2161,49,14,106096,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Approved
2162,37,15,33869,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Rejected
2163,27,7,17316,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Rejected
2164,49,15,128079,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Approved
2165,44,15,0,4600000,10100000,4,618,2200000,100000,12900000,4300000,Approved
2166,42,4,0,900000,2500000,4,583,1300000,800000,1800000,1100000,Approved
2167,47,15,0,5100000,19900000,18,655,4400000,0,17100000,7100000,Approved
2168,49,25,35755,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Rejected
2169,41,21,40890,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Approved
2170,44,14,51785,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Rejected
2171,40,17,0,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Approved
2172,40,10,29866,5900000,13800000,14,397,12400000,600000,20400000,3000000,Rejected
2173,37,11,3850,600000,2100000,16,425,900000,500000,2300000,300000,Rejected
2174,47,15,55235,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Approved
2175,39,12,75884,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected
2176,50,16,43804,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Approved
2177,52,25,109543,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Approved
2178,38,10,0,800000,2200000,4,852,900000,200000,2200000,1000000,Approved
2179,55,17,141755,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Approved
2180,46,11,65706,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Rejected
2181,44,15,115838,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Approved
2182,49,21,146825,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved
2183,34,10,68095,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Rejected
2184,49,19,153886,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Rejected
2185,42,7,26177,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Rejected
2186,50,23,0,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Approved
2187,47,12,81994,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved
2188,44,15,136285,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Rejected
2189,46,8,0,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Approved
2190,49,19,46581,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Rejected
2191,35,11,0,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Approved
2192,51,15,29710,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Approved
2193,50,12,0,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Approved
2194,40,20,0,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Approved
2195,47,14,67031,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Rejected
2196,60,24,100879,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Rejected
2197,46,16,0,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Approved
2198,54,21,72262,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Rejected
2199,42,14,21068,1000000,3900000,16,360,2500000,300000,2100000,600000,Rejected
2200,53,19,0,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Rejected
2201,45,15,47152,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Approved
2202,58,23,214726,9300000,24600000,16,419,18100000,0,26700000,5100000,Rejected
2203,42,20,0,7200000,21900000,12,640,0,11400000,14600000,3800000,Approved
2204,48,24,164372,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Rejected
2205,32,6,0,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Approved
2206,42,15,232725,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Approved
2207,33,8,17494,700000,2000000,18,650,400000,1300000,2800000,500000,Approved
2208,33,7,56090,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Rejected
2209,22,0,1997,300000,1000000,14,324,100000,100000,1100000,100000,Rejected
2210,42,15,73438,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Approved
2211,40,19,29006,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Rejected
2212,48,18,52095,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Rejected
2213,24,6,4833,600000,1700000,12,436,400000,0,1700000,700000,Rejected
2214,39,9,0,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Approved
2215,37,5,0,1800000,5800000,18,348,2900000,700000,6700000,1000000,Rejected
2216,53,19,41162,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Approved
2217,34,9,32009,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Approved
2218,43,17,0,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Approved
2219,52,16,99715,4300000,12600000,18,482,9300000,900000,13200000,6100000,Rejected
2220,47,22,0,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Approved
2221,57,21,0,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Approved
2222,24,1,3841,500000,1900000,2,857,1100000,500000,1800000,300000,Approved
2223,45,21,81240,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Approved
2224,34,9,0,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Approved
2225,36,17,28038,3000000,7200000,2,680,900000,3400000,9600000,1700000,Approved
2226,40,18,111126,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved
2227,35,11,0,400000,1500000,16,688,400000,300000,1200000,200000,Approved
2228,43,14,0,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected
2229,44,9,0,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Approved
2230,45,16,14984,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected
2231,41,15,57995,5800000,15800000,14,528,6300000,100000,21400000,8700000,Rejected
2232,51,27,118074,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Approved
2233,40,11,79082,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Approved
2234,54,26,0,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Approved
2235,53,20,71055,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Rejected
2236,33,14,60007,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Approved
2237,44,14,81385,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Approved
2238,54,24,85177,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Approved
2239,37,11,43526,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved
2240,36,13,0,5300000,18900000,16,361,300000,5000000,11900000,5500000,Rejected
2241,62,24,95787,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Approved
2242,32,4,21702,1100000,3800000,8,779,600000,1800000,4000000,1600000,Approved
2243,42,19,0,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved
2244,43,24,0,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Approved
2245,42,9,57855,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Rejected
2246,47,16,31016,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Rejected
2247,38,6,0,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Approved
2248,21,3,9600,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected
2249,53,22,0,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Rejected
2250,47,20,0,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Approved
2251,48,22,111726,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Rejected
2252,44,21,71083,5300000,12000000,10,852,400000,10400000,18900000,5000000,Approved
2253,38,2,10171,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Rejected
2254,33,10,9628,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Rejected
2255,36,10,0,4000000,9200000,16,784,3200000,600000,13000000,4900000,Approved
2256,37,15,100250,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Rejected
2257,39,12,162346,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Approved
2258,45,13,0,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Rejected
2259,53,23,0,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Rejected
2260,42,5,30750,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Approved
2261,52,19,72856,8600000,22600000,14,729,300000,16200000,20500000,11900000,Approved
2262,43,21,0,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Rejected
2263,42,20,47811,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Approved
2264,55,18,0,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Rejected
2265,38,18,0,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Rejected
2266,35,7,0,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Rejected
2267,52,25,0,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved
2268,48,16,43839,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Approved
2269,51,18,85472,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved
2270,41,16,205907,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Rejected
2271,55,19,122312,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Rejected
2272,33,2,9417,600000,1200000,10,561,900000,300000,1400000,600000,Approved
2273,36,18,64609,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Rejected
2274,56,25,141639,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Approved
2275,35,8,65791,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected
2276,48,19,65772,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Approved
2277,55,18,0,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Approved
2278,55,18,41161,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Approved
2279,44,12,0,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Rejected
2280,35,11,0,1000000,2300000,10,303,1000000,400000,2500000,1000000,Rejected
2281,42,17,0,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Approved
2282,44,15,16791,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved
2283,34,16,89189,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Rejected
2284,44,13,20733,2000000,6600000,10,873,1400000,200000,6300000,2400000,Approved
2285,48,15,216930,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Rejected
2286,35,16,180758,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Approved
2287,43,16,37530,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Approved
2288,44,14,4245,200000,800000,6,338,100000,0,400000,100000,Rejected
2289,54,16,103966,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Approved
2290,33,10,0,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Approved
2291,43,7,101508,5100000,19700000,2,733,0,4500000,12900000,6200000,Approved
2292,39,12,39206,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Rejected
2293,56,25,48575,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Approved
2294,50,24,0,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Rejected
2295,50,16,0,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Approved
2296,46,21,0,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Approved
2297,44,14,153646,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Approved
2298,58,24,213864,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved
2299,38,20,0,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Approved
2300,35,1,6267,900000,2000000,14,337,1700000,0,2100000,600000,Rejected
2301,47,25,0,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Approved
2302,25,0,11460,600000,1600000,6,784,300000,100000,1900000,500000,Approved
2303,47,29,0,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Rejected
2304,45,24,0,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Rejected
2305,54,16,0,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Approved
2306,60,24,44272,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Rejected
2307,57,22,40227,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Approved
2308,54,17,116639,6700000,17600000,14,843,12700000,200000,19500000,5600000,Approved
2309,35,17,62075,2700000,7400000,10,778,6800000,800000,5600000,2800000,Approved
2310,43,10,64505,6600000,25600000,8,718,12600000,12200000,21700000,9000000,Approved
2311,57,20,38216,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Rejected
2312,35,10,4514,300000,700000,10,586,0,400000,1000000,100000,Approved
2313,28,9,0,2200000,7000000,6,777,6100000,400000,4400000,3300000,Approved
2314,45,26,147600,8700000,31700000,12,525,7800000,10200000,30300000,6100000,Rejected
2315,57,19,85032,7200000,23100000,12,632,4600000,8500000,19400000,4400000,Approved
2316,50,14,15268,2000000,4800000,20,337,1300000,2200000,5500000,1700000,Rejected
2317,52,20,0,8600000,27900000,8,458,22400000,1800000,34000000,11700000,Rejected
2318,35,17,52937,2300000,5400000,8,364,4500000,500000,7000000,2000000,Rejected
2319,35,16,0,9600000,29800000,16,499,28500000,6300000,31800000,7400000,Rejected
2320,47,13,36002,1900000,6500000,16,887,2000000,1200000,4500000,1700000,Approved
2321,40,16,48255,2100000,6300000,16,882,3900000,2200000,7700000,2900000,Approved
2322,35,12,55393,3900000,8700000,8,817,900000,2500000,10700000,2100000,Approved
2323,34,8,4827,200000,300000,10,704,500000,100000,800000,200000,Approved
2324,29,5,0,1900000,4500000,12,742,1200000,2000000,4400000,1200000,Approved
2325,44,15,0,3200000,11600000,4,393,4700000,300000,8000000,3100000,Approved
2326,41,4,22083,1100000,4300000,18,828,700000,800000,2900000,900000,Approved
2327,52,27,150202,8000000,21500000,12,779,2600000,15100000,29800000,10400000,Approved
2328,50,17,0,6100000,21700000,6,860,13900000,900000,14100000,5600000,Approved
2329,36,8,0,3200000,10600000,2,432,6500000,3700000,11200000,3700000,Approved
2330,43,17,0,9000000,30400000,20,532,21000000,7400000,30500000,13100000,Rejected
2331,31,4,0,1200000,3200000,2,678,1500000,1000000,3400000,900000,Approved
2332,45,11,0,7900000,27000000,6,601,17700000,7800000,27600000,11500000,Approved
2333,53,25,130235,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Approved
2334,43,6,82322,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Approved
2335,44,19,0,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Approved
2336,43,16,20569,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Approved
2337,49,11,61644,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Approved
2338,50,14,77058,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Rejected
2339,47,14,57522,6100000,20700000,20,482,9400000,2000000,16900000,5900000,Rejected
2340,37,19,0,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Approved
2341,43,12,48187,6000000,21200000,12,549,17900000,8200000,16900000,6200000,Rejected
2342,45,22,0,8000000,30600000,10,720,23700000,8500000,24900000,9700000,Approved
2343,32,5,28132,2000000,4800000,8,302,1500000,800000,4000000,2600000,Rejected
2344,39,16,18128,1300000,2900000,12,669,400000,1700000,3900000,1800000,Approved
2345,38,10,0,7000000,27100000,6,591,6700000,12200000,21500000,4900000,Approved
2346,36,14,40953,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Rejected
2347,30,12,178647,8000000,26200000,16,890,15800000,4300000,25000000,4000000,Approved
2348,47,25,180644,8100000,28000000,8,663,8800000,11300000,26000000,5500000,Approved
2349,39,21,199961,9500000,22600000,14,433,10000000,900000,23100000,13400000,Rejected
2350,42,18,194128,9200000,22500000,10,317,14200000,17400000,28500000,10700000,Rejected
2351,24,5,36866,3900000,14700000,16,360,2600000,200000,8300000,2900000,Rejected
2352,49,16,189120,9100000,26200000,8,727,20800000,7100000,27800000,8900000,Approved
2353,49,19,44902,3000000,8300000,4,685,2900000,5400000,11300000,3800000,Approved
2354,49,15,0,2000000,4300000,8,373,2000000,2700000,7700000,2200000,Rejected
2355,54,24,156661,6300000,14600000,8,469,13300000,10100000,24500000,3800000,Rejected
2356,46,15,88707,4100000,10900000,8,548,8800000,5200000,13200000,4300000,Rejected
2357,40,18,119905,9800000,29400000,20,618,1200000,14600000,33800000,8300000,Approved
2358,30,10,39393,5200000,15400000,8,658,1200000,7500000,12800000,3200000,Approved
2359,38,13,114516,7600000,28700000,18,781,21300000,12400000,29600000,8000000,Approved
2360,57,21,221466,9200000,35500000,2,715,11100000,11800000,19800000,11700000,Approved
2361,45,8,19099,2200000,8100000,4,409,300000,0,4900000,2400000,Rejected
2362,44,16,0,8300000,20600000,10,504,100000,900000,33200000,6700000,Rejected
2363,37,15,28503,6100000,21600000,16,428,2900000,6100000,15100000,7200000,Rejected
2364,39,20,72007,4500000,16600000,20,704,6400000,4200000,16900000,2400000,Approved
2365,41,17,153993,6600000,18800000,12,834,18800000,9300000,13700000,4800000,Approved
2366,39,16,0,8900000,34900000,14,694,15400000,2800000,20600000,9100000,Approved
2367,34,6,53086,3900000,13300000,20,453,9800000,500000,12300000,4700000,Rejected
2368,53,20,215329,8900000,35400000,14,404,22300000,7700000,26400000,5900000,Rejected
2369,43,17,44041,6400000,22300000,12,776,500000,9100000,24100000,5800000,Approved
2370,47,25,0,9500000,28700000,16,526,24600000,4900000,31800000,6600000,Rejected
2371,31,13,4909,300000,1000000,8,641,700000,200000,1100000,200000,Approved
2372,49,19,34479,4100000,12300000,6,582,10900000,6100000,14100000,3500000,Approved
2373,47,18,48751,8100000,20800000,18,778,4100000,15500000,16700000,10600000,Approved
2374,53,20,141216,9900000,28400000,10,763,23700000,12700000,35800000,5800000,Approved
2375,39,11,83279,4800000,19000000,12,650,7000000,1000000,15600000,4800000,Approved
2376,30,11,71912,2900000,9700000,2,820,6700000,1600000,9100000,3900000,Approved
2377,31,9,25183,3500000,13500000,12,824,8400000,3900000,11600000,4100000,Approved
2378,32,11,0,4900000,12600000,4,718,11800000,7300000,11800000,3800000,Approved
2379,41,19,0,5100000,13300000,14,313,5900000,7900000,18000000,3900000,Rejected
2380,48,15,75298,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Approved
2381,44,12,3507,200000,300000,18,520,100000,300000,600000,100000,Rejected
2382,29,10,0,1400000,4700000,4,355,2100000,600000,4400000,1400000,Approved
2383,48,14,0,8700000,33600000,14,314,7700000,10000000,21700000,6200000,Rejected
2384,38,11,41998,2800000,5900000,20,728,1000000,3200000,10300000,1400000,Approved
2385,49,23,48342,9100000,30100000,14,564,26600000,7300000,22700000,8200000,Approved
2386,42,17,144264,6800000,15300000,14,699,19900000,2600000,13900000,8300000,Approved
2387,51,21,47677,5000000,17000000,6,624,6700000,6200000,15400000,5900000,Approved
2388,42,10,0,4400000,16800000,14,795,8700000,8700000,12600000,3400000,Approved
2389,42,23,167517,8400000,18600000,20,703,2500000,7100000,28800000,9500000,Approved
2390,55,26,91011,7800000,17300000,4,394,3600000,13100000,24300000,7200000,Rejected
2391,48,15,0,4800000,9900000,14,779,5200000,9300000,18600000,2900000,Approved
2392,53,17,68904,3200000,8800000,4,405,1000000,2600000,10700000,3400000,Rejected
2393,49,15,14220,2300000,6700000,16,612,6700000,3300000,8800000,2000000,Approved
2394,51,22,0,9200000,28100000,10,448,22300000,3300000,33200000,10700000,Rejected
2395,51,18,77659,4700000,13700000,6,506,1300000,7900000,16700000,3500000,Rejected
2396,50,23,0,8000000,30400000,2,776,16600000,1400000,29100000,7800000,Approved
2397,44,13,27445,2600000,8600000,6,730,800000,2900000,6000000,3100000,Approved
2398,36,7,0,200000,800000,20,730,0,300000,400000,300000,Approved
2399,41,19,174226,7300000,17200000,2,345,6100000,8400000,23200000,4900000,Rejected
2400,53,18,0,3300000,11800000,2,847,7800000,2400000,12100000,3000000,Approved
2401,54,16,0,8300000,23300000,20,398,18500000,11500000,17100000,9900000,Rejected
